009.83	0.039450	-1	0.40682580109085	-0.0681392016992691
010.05	0.131610	-1	0.950975041001131	-0.114171270491455
010.27	0.233816	-1	1.18262336713067	-0.0384126346774171
010.49	0.326914	-1	1.28080135989923	0.158862021304117
010.72	0.409376	-1	1.30135923134144	0.435926981784408
010.96	0.481102	-1	1.27195585469729	0.676727749078105
011.20	0.542484	-1	1.21072483713316	0.873360723633209
011.44	0.595554	-1	1.13172961105329	1.0259771376306
011.69	0.642633	-1	1.03959552837634	1.12230162119898
011.94	0.683782	-1	0.938261197466313	1.21330820106916
012.20	0.720691	-1	0.827169275321371	1.29422347297567
012.46	0.753200	-1	0.710289922638249	1.38605284480261
012.73	0.782558	-1	0.586792682469835	1.5003232982735
013.01	0.809065	-1	0.458879845591498	1.63897162291817
013.29	0.832647	-1	0.336974840387751	1.81135353442238
013.57	0.853603	-1	0.230957622337905	1.99878925436741
013.87	0.872870	-1	0.150448400128605	2.15407754384091
014.16	0.889616	-1	0.118819728851313	2.20831570810891
014.47	0.904896	-1	0.13451786662681	2.14482248734678
014.78	0.918389	-1	0.1881120413859	2.00358904521486
015.09	0.930275	-1	0.262782301162712	1.84516406482042
015.41	0.940883	-1	0.34824323968049	1.69093495591668
015.74	0.950264	-1	0.437068351384028	1.5524770061806
016.08	0.958456	-1	0.527757890591953	1.42914106032233
016.42	0.965493	-1	0.619919621563846	1.3173546701498
016.77	0.971565	-1	0.716361343167919	1.20574736952349
017.12	0.976684	-1	0.818915631047282	1.0953965297536
017.48	0.981031	-1	0.932942512769039	0.978469562082832
017.85	0.984684	-1	1.06089267425607	0.859088342592825
018.23	0.987726	-1	1.20434043783191	0.738584067935737
018.62	0.990239	-1	1.36348803871828	0.621741851993705
019.01	0.992275	-1	1.53652266126888	0.514043325689977
019.41	0.993928	-1	1.720939679643	0.418616487176659
019.82	0.995259	-1	1.91183971987799	0.337430960186627
020.23	0.996314	-1	2.10071367825783	0.275539936648332
020.66	0.997156	-1	2.27468052504798	0.235116535947193
021.09	0.997806	-1	2.42035430928867	0.215658319921562
021.53	0.998313	-1	2.52640072555924	0.217962567745095
021.98	0.998705	-1	2.57985708090738	0.245669523636072
022.44	0.999003	-1	2.56821315690182	0.304519222518275
022.91	0.999229	-1	2.47954222931891	0.406301553517531
023.39	0.999398	-1	2.29908802378827	0.584033011908084
023.88	0.999522	-1	2.00331083235354	0.925498788020948
024.37	0.999699	-1	1.56769849005139	1.6301518474512
024.88	0.999733	-1	1.34333614726054	1.31563546003351
025.40	0.999756	-1	1.59098889127359	0.141183085041393
025.93	0.999772	-1	1.81723653741938	-0.0975604613429936
026.47	0.999782	-1	1.92142804552295	-0.0894070422782519
027.02	0.999789	-1	1.92249468335635	-0.028811688654302
027.58	0.999793	-1	1.84570600741048	0.0581851608459215
028.15	0.999795	-1	1.69897585669779	0.163415819569374
028.73	0.999797	-1	1.50267862851043	0.295720595331411
029.32	0.999798	-1	1.26507682451874	0.410816878593569
029.93	0.999798	-1	0.997171669356314	0.530789479641916
030.55	0.999798	-1	0.709192766265169	0.651965615305518
031.18	0.999797	-1	0.417253993188379	0.773553773181827
031.82	0.999797	-1	0.136689345245527	0.88930327493321
032.48	0.999797	-1	-0.110314854828837	0.997287555492982
033.15	0.999796	-1	-0.300508734129326	1.09850909557507
033.83	0.999796	-1	-0.423422276176959	1.18739441864276
034.53	0.999795	-1	-0.483639260196737	1.25826082831667
035.24	0.999794	-1	-0.498635855113272	1.30823552207888
035.97	0.999794	-1	-0.484787369509227	1.34054934424651
036.70	0.999793	-1	-0.457687179751756	1.36033591803139
037.46	0.999793	-1	-0.422574278481036	1.37309749901067
038.23	0.999792	-1	-0.385404611018804	1.38130164659699
039.01	0.999792	-1	-0.350189978354204	1.38901825028623
039.81	0.999791	-1	-0.312863079909204	1.39472594643562
