007.88	0.011288	-1	-0.584625510211587	-0.741861985695486
008.06	0.033199	-1	-0.0876314798680542	-0.376145501985399
008.24	0.071356	-1	0.256745077073318	0.0370549299133106
008.43	0.124028	-1	0.44839590888805	0.320120606035001
008.62	0.180561	-1	0.49201123664044	0.916288897190674
008.81	0.234412	-1	0.467167977711503	1.22436603444252
009.00	0.284207	-1	0.424666414359039	1.42787176007393
009.20	0.331043	-1	0.332977381564959	1.78065956015916
009.41	0.374900	-1	0.210490815697841	2.17273660887351
009.62	0.415207	-1	0.0782224180186326	2.5720843329539
009.83	0.452189	-1	-0.0223299227747867	2.83049872503192
010.05	0.490463	-1	-0.0962621033273494	3.00331786995536
010.27	0.531581	-1	-0.127200782625933	3.05356024189016
010.49	0.574939	-1	-0.112310083116187	2.96026014018816
010.72	0.619527	-1	-0.0636517016453481	2.75307682127979
010.96	0.663843	-1	0.00853070007945272	2.57528970001704
011.20	0.706594	-1	0.0935870748518859	2.42067711234428
011.44	0.746582	-1	0.181637667456817	2.27483785790325
011.69	0.783268	-1	0.266851937610151	2.14209019426178
011.94	0.816070	-1	0.347313107601947	2.02364096748755
012.20	0.844787	-1	0.417987900906999	1.94383446692168
012.46	0.869430	-1	0.479714833350773	1.88102843212398
012.73	0.890564	-1	0.530832910879169	1.82916492704131
013.01	0.909332	-1	0.572246531753286	1.8036904348801
013.29	0.925906	-1	0.608251564614731	1.77966742792027
