1.971193e-02	5.303014e-01	1.470792e-01
3.311571e-02	1.130325e+00	2.260649e-01
4.674140e-02	2.959103e+00	3.670316e-01
6.765439e-02	5.414836e+00	3.887626e-01
1.014223e-01	1.188756e+01	4.461321e-01
1.529223e-01	1.871305e+01	3.912160e-01
2.292262e-01	2.503636e+01	2.877553e-01
3.439838e-01	2.929790e+01	1.839183e-01
5.162958e-01	3.168828e+01	1.086484e-01
7.745761e-01	3.409163e+01	6.380543e-02
1.161992e+00	4.274866e+01	4.361561e-02
1.677987e+00	6.912841e+01	4.620565e-02
2.192064e+00	1.088907e+02	1.652431e-01
