1.971193e-02	1.268120e-01	3.517132e-02
3.311571e-02	2.839255e-01	5.678510e-02
4.674140e-02	8.375285e-01	1.038826e-01
6.765439e-02	1.595757e+00	1.145687e-01
1.014223e-01	3.993893e+00	1.498881e-01
1.529223e-01	8.088341e+00	1.690953e-01
2.292262e-01	1.461412e+01	1.679673e-01
3.439838e-01	2.271295e+01	1.425811e-01
5.162958e-01	2.976379e+01	1.020499e-01
7.745761e-01	3.677546e+01	6.882846e-02
1.161992e+00	5.006768e+01	5.108306e-02
1.677987e+00	8.173062e+01	5.462901e-02
2.192064e+00	1.258673e+02	1.910053e-01
